id;consent;priority;physics_ict;russian;math;individual;total
1;1;1;100;100;100;10;310
2;1;1;100;100;100;10;310
3;1;1;95;100;100;8;303
4;1;1;100;100;100;10;310
5;1;1;99;100;99;4;302
6;1;1;100;100;100;10;310
7;1;1;100;100;100;10;310
8;1;1;97;99;100;8;304
9;1;1;100;100;100;10;310
10;1;1;100;100;100;10;310
11;1;1;100;100;100;4;304
12;1;1;100;100;100;10;310
13;1;1;100;100;100;10;310
14;1;1;100;100;99;7;306
15;1;1;100;100;100;10;310
16;1;1;100;100;100;10;310
17;1;1;100;100;100;10;310
18;1;1;100;99;100;7;306
19;1;1;100;100;100;10;310
20;1;1;100;100;98;6;304
21;1;1;100;100;100;10;310
22;1;1;100;100;100;10;310
23;1;1;100;100;100;10;310
24;1;1;100;100;100;10;310
25;1;1;100;100;100;10;310
26;1;1;100;100;100;10;310
27;1;1;100;100;100;10;310
28;1;1;100;100;100;10;310
29;1;1;100;99;100;10;309
30;1;1;100;100;100;10;310
31;1;1;100;98;100;5;303
32;1;1;100;99;100;9;308
33;1;1;100;100;100;10;310
34;1;1;100;100;100;10;310
35;1;1;97;100;98;10;305
36;1;1;100;99;97;8;304
37;1;1;98;99;100;10;307
38;1;1;100;100;98;7;305
39;1;1;100;100;100;5;305
40;1;1;99;100;100;1;300
41;0;1;76;75;80;4;235
42;0;1;66;85;66;5;222
43;0;3;68;92;76;1;237
44;0;1;82;98;95;3;278
45;0;3;90;96;88;2;276
46;0;3;74;68;81;8;231
47;0;3;97;100;100;6;303
48;0;2;86;77;84;1;248
49;1;4;78;85;84;9;256
50;0;2;83;89;100;0;272
51;0;3;98;100;100;4;302
52;0;1;78;79;64;3;224
53;1;3;95;89;77;10;271
54;0;3;100;99;100;4;303
55;0;1;80;85;94;4;263
56;1;4;95;92;76;8;271
57;0;1;74;86;86;4;250
58;1;3;93;76;83;4;256
59;0;3;80;84;66;5;235
60;0;2;100;83;100;1;284
61;0;2;88;79;88;0;255
62;0;1;100;100;96;2;298
63;0;4;81;90;73;9;253
64;0;3;98;76;92;2;268
65;0;1;68;72;65;0;205
