id,consent,priority,physics_ict,russian,math,individual,total
932,1,1,100,100,100,10,310
1445,1,1,100,100,100,10,310
390,1,2,100,100,100,10,310
470,1,2,100,100,100,10,310
729,1,2,100,100,100,10,310
822,1,2,100,100,100,10,310
836,1,2,100,100,100,10,310
907,1,2,100,100,100,10,310
1403,1,2,100,100,100,10,310
1504,1,2,100,100,100,10,310
1630,1,2,100,100,100,10,310
1683,1,2,100,100,100,10,310
1706,1,2,100,100,100,10,310
1716,1,2,100,100,100,10,310
1814,1,2,100,100,100,10,310
1837,1,2,100,100,100,10,310
675,1,2,100,100,100,9,309
771,1,2,99,100,100,10,309
1194,1,2,100,100,99,10,309
249,1,1,100,100,98,10,308
207,1,2,100,100,98,10,308
255,1,2,100,100,98,10,308
732,1,2,100,100,100,8,308
781,1,2,100,100,100,8,308
847,1,2,100,100,100,8,308
1092,1,2,100,100,98,10,308
1482,1,2,99,100,100,9,308
520,1,2,100,100,100,7,307
584,1,2,98,100,100,9,307
796,1,2,100,100,99,8,307
1027,1,2,100,100,97,10,307
1229,1,2,98,100,100,9,307
222,1,2,100,100,96,10,306
539,1,2,100,97,100,9,306
705,1,2,96,100,100,10,306
797,1,2,99,98,100,9,306
1362,1,1,96,100,99,10,305
1410,1,1,99,97,99,10,305
457,1,2,99,96,100,10,305
842,1,2,99,100,100,6,305
865,1,2,97,99,99,10,305
1042,1,2,100,97,100,8,305
473,1,1,100,96,100,8,304
1124,1,1,97,100,99,8,304
1171,1,1,100,100,97,7,304
1708,1,1,100,100,94,10,304
1768,1,1,100,94,100,10,304
340,1,1,100,93,100,10,303
652,1,1,96,100,100,7,303
670,1,1,98,100,97,8,303
708,1,1,100,93,100,10,303
1267,1,1,98,97,100,8,303
1692,1,1,95,98,100,10,303
1741,1,1,94,99,100,10,303
1750,1,1,100,100,93,10,303
1756,1,1,100,95,100,8,303
137,1,1,100,94,98,10,302
1221,1,1,98,97,100,7,302
495,1,2,92,100,100,10,302
1035,1,2,94,100,98,10,302
1370,1,2,100,100,92,10,302
1769,1,2,100,96,100,6,302
237,1,1,94,100,100,7,301
813,1,2,97,96,99,9,301
866,1,2,97,100,95,9,301
885,1,2,100,96,97,8,301
1147,1,2,100,95,97,9,301
459,1,3,96,99,98,8,301
531,1,3,95,96,100,10,301
593,1,3,100,91,100,10,301
622,1,3,95,96,100,10,301
1479,1,2,95,100,100,5,300
185,1,3,98,98,96,8,300
630,1,3,94,100,96,10,300
819,1,3,96,98,100,6,300
1257,1,3,99,93,98,10,300
1720,1,3,96,100,94,10,300
1150,1,1,99,97,96,7,299
241,1,3,100,100,89,10,299
484,1,3,95,100,95,9,299
551,1,3,94,98,97,10,299
947,1,3,95,100,98,6,299
1253,1,3,100,100,91,8,299
1338,1,3,100,100,90,9,299
1367,1,3,99,92,98,10,299
1778,1,3,100,94,98,7,299
938,1,2,93,100,100,5,298
29,1,3,98,93,98,9,298
69,1,3,95,98,96,9,298
247,1,3,93,99,98,8,298
370,1,3,91,100,98,9,298
444,1,3,96,92,100,10,298
719,1,3,94,95,99,10,298
1622,1,3,100,89,99,10,298
1785,1,3,98,93,98,9,298
815,1,1,96,99,97,5,297
1418,1,1,90,100,100,7,297
110,1,3,93,94,100,10,297
269,1,3,97,98,94,8,297
690,1,3,96,96,98,7,297
1123,1,3,93,100,94,10,297
1129,1,3,97,96,95,9,297
1287,1,3,98,100,89,10,297
1678,1,3,91,97,100,9,297
35,1,2,91,97,100,8,296
354,1,3,94,94,100,8,296
1294,1,3,99,94,98,5,296
1625,1,3,99,90,97,10,296
1316,1,1,92,100,95,8,295
111,1,3,100,88,97,10,295
258,1,3,94,91,100,10,295
933,1,3,99,94,92,10,295
1190,1,3,90,95,100,10,295
1626,1,3,94,100,93,8,295
1668,0,2,100,96,89,9,294
1823,0,2,91,96,100,7,294
180,1,3,94,100,93,7,294
848,1,3,90,100,95,9,294
1043,1,3,96,97,91,10,294
1156,1,3,99,88,98,9,294
1337,1,3,86,100,99,9,294
1481,1,3,100,96,90,8,294
1605,1,3,96,92,100,6,294
22,0,1,93,96,95,9,293
1,0,2,89,100,98,6,293
286,0,2,93,90,100,10,293
351,0,2,98,95,95,5,293
1433,0,2,100,90,94,9,293
1462,0,2,94,91,98,10,293
1623,0,2,95,94,98,6,293
1822,0,2,96,96,95,6,293
440,0,2,97,90,95,10,292
1155,0,2,92,99,95,6,292
1200,0,2,93,90,100,9,292
1258,0,2,95,93,98,6,292
1382,0,2,100,95,89,8,292
1561,0,2,91,100,95,6,292
1699,0,2,92,100,92,8,292
1735,0,2,98,96,88,10,292
1784,0,2,91,94,100,7,292
1138,0,2,100,100,81,10,291
1478,0,2,94,91,98,8,291
1680,0,2,96,93,95,7,291
851,0,1,99,88,93,10,290
1162,0,1,98,86,100,6,290
124,0,2,85,96,100,9,290
304,0,2,98,92,90,10,290
472,0,2,97,95,89,9,290
583,0,2,92,92,98,8,290
646,0,2,100,91,90,9,290
714,0,2,86,94,100,10,290
718,0,2,95,89,97,9,290
850,0,2,87,100,94,9,290
905,0,2,94,93,95,8,290
1387,0,2,90,100,93,7,290
1401,0,2,91,95,94,10,290
1644,0,2,89,100,93,8,290
1774,0,2,94,99,92,5,290
1852,0,2,100,96,85,9,290
126,0,2,87,98,96,8,289
168,0,2,95,84,100,10,289
541,0,2,91,97,95,6,289
553,0,2,100,89,94,6,289
632,0,2,95,92,93,9,289
1012,0,2,98,94,91,6,289
1013,0,2,96,93,93,7,289
1165,0,2,100,88,93,8,289
1306,0,2,94,99,87,9,289
1685,0,2,94,97,88,10,289
1457,0,1,97,90,93,8,288
336,0,2,91,90,100,7,288
680,0,2,98,89,94,7,288
1115,0,2,84,98,98,8,288
1389,0,2,90,89,100,9,288
1664,0,2,87,100,91,10,288
170,0,2,88,97,94,8,287
263,0,2,99,88,95,5,287
432,0,2,90,89,98,10,287
1296,0,2,98,88,92,9,287
1368,0,2,87,99,91,10,287
1402,0,2,92,92,94,9,287
1524,0,2,92,95,94,6,287
598,0,1,85,98,96,7,286
77,0,2,88,96,98,4,286
494,0,2,99,89,89,9,286
548,0,2,92,93,91,10,286
572,0,2,94,87,96,9,286
776,0,2,99,90,87,10,286
827,0,2,97,86,96,7,286
948,0,2,90,96,93,7,286
1016,0,2,89,99,90,8,286
1044,0,2,100,88,90,8,286
1099,0,2,85,97,97,7,286
1145,0,2,90,98,91,7,286
1181,0,2,97,93,88,8,286
1191,0,2,91,98,89,8,286
1833,0,2,86,93,98,9,286
1487,0,2,93,98,88,6,285
611,0,1,84,92,100,8,284
1355,0,1,88,89,99,8,284
72,0,2,91,92,92,9,284
528,0,2,91,99,86,8,284
571,0,2,88,100,86,10,284
720,0,2,89,93,93,9,284
835,0,2,96,88,90,10,284
1081,0,2,97,89,91,7,284
1641,0,2,84,100,91,9,284
73,0,2,87,95,94,7,283
355,0,2,84,95,98,6,283
723,0,2,93,88,100,2,283
890,0,2,93,90,92,8,283
943,0,2,88,93,94,8,283
1308,0,2,90,90,94,9,283
1650,0,2,90,98,85,10,283
84,0,1,100,79,94,9,282
900,0,1,89,94,90,9,282
41,0,2,90,99,86,7,282
196,0,2,94,81,97,10,282
617,0,2,90,96,91,5,282
877,0,2,88,96,91,7,282
952,0,2,89,94,90,9,282
1400,0,2,95,86,93,8,282
1558,0,2,92,87,99,4,282
371,0,2,100,86,88,7,281
552,0,2,87,89,100,5,281
701,0,2,97,84,90,10,281
703,0,2,90,85,100,6,281
1242,0,2,93,96,85,7,281
1346,0,2,93,96,86,6,281
1439,0,2,95,88,93,5,281
1671,0,2,91,91,91,8,281
103,0,2,90,92,94,4,280
246,0,2,98,86,89,7,280
455,0,2,92,89,91,8,280
668,0,2,91,93,88,8,280
825,0,2,84,100,90,6,280
1060,0,2,88,96,90,6,280
1103,0,2,93,90,89,8,280
1523,0,2,89,93,88,10,280
1783,0,2,96,83,93,8,280
344,0,2,94,86,95,4,279
759,0,2,89,88,94,8,279
854,0,2,89,95,87,8,279
942,0,2,92,87,94,6,279
1122,0,2,87,96,88,8,279
1574,0,2,91,83,98,7,279
1795,0,2,100,84,88,7,279
312,0,1,93,88,92,5,278
1615,0,1,86,85,97,10,278
253,0,2,84,87,99,8,278
713,0,2,96,94,85,3,278
941,0,2,91,87,90,10,278
956,0,2,86,91,94,7,278
1216,0,2,83,90,97,8,278
1507,0,2,85,92,93,8,278
1698,0,2,88,87,94,9,278
272,0,1,80,90,100,7,277
1237,0,1,88,88,93,8,277
74,0,2,90,88,93,6,277
138,0,2,93,87,89,8,277
201,0,2,94,82,94,7,277
421,0,2,90,84,96,7,277
722,0,2,85,90,92,10,277
880,0,2,91,85,95,6,277
937,0,2,91,86,91,9,277
