id,consent,priority,physics_ict,russian,math,individual,total
1628,1,1,100,100,100,10,310
264,1,2,100,100,100,10,310
932,1,2,100,100,100,10,310
390,1,3,100,100,100,10,310
470,1,3,100,100,100,10,310
729,1,3,100,100,100,10,310
822,1,3,100,100,100,10,310
836,1,3,100,100,100,10,310
907,1,3,100,100,100,10,310
1403,1,3,100,100,100,10,310
1504,1,3,100,100,100,10,310
1630,1,3,100,100,100,10,310
1683,1,3,100,100,100,10,310
1706,1,3,100,100,100,10,310
1716,1,3,100,100,100,10,310
1814,1,3,100,100,100,10,310
1837,1,3,100,100,100,10,310
146,1,1,100,99,100,10,309
888,1,1,100,100,100,9,309
1077,1,2,100,99,100,10,309
675,1,3,100,100,100,9,309
771,1,3,99,100,100,10,309
1194,1,3,100,100,99,10,309
709,1,1,98,100,100,10,308
207,1,3,100,100,98,10,308
255,1,3,100,100,98,10,308
781,1,3,100,100,100,8,308
847,1,3,100,100,100,8,308
1092,1,3,100,100,98,10,308
1482,1,3,99,100,100,9,308
520,1,3,100,100,100,7,307
584,1,3,98,100,100,9,307
796,1,3,100,100,99,8,307
1027,1,3,100,100,97,10,307
1229,1,3,98,100,100,9,307
222,1,3,100,100,96,10,306
539,1,3,100,97,100,9,306
705,1,3,96,100,100,10,306
1391,1,1,100,95,100,10,305
1493,1,1,96,100,100,9,305
516,1,2,100,97,100,8,305
457,1,3,99,96,100,10,305
842,1,3,99,100,100,6,305
865,1,3,97,99,99,10,305
1042,1,3,100,97,100,8,305
1362,1,3,96,100,99,10,305
1410,1,3,99,97,99,10,305
1535,1,1,100,99,95,10,304
473,1,3,100,96,100,8,304
1124,1,3,97,100,99,8,304
1171,1,3,100,100,97,7,304
1708,1,3,100,100,94,10,304
1768,1,3,100,94,100,10,304
535,1,1,95,100,100,8,303
742,1,2,97,100,100,6,303
1511,1,2,100,93,100,10,303
340,1,3,100,93,100,10,303
652,1,3,96,100,100,7,303
670,1,3,98,100,97,8,303
708,1,3,100,93,100,10,303
1267,1,3,98,97,100,8,303
1741,1,3,94,99,100,10,303
1750,1,3,100,100,93,10,303
1756,1,3,100,95,100,8,303
1037,1,1,100,93,100,9,302
1485,1,1,100,94,98,10,302
769,1,2,99,98,96,9,302
137,1,3,100,94,98,10,302
495,1,3,92,100,100,10,302
1035,1,3,94,100,98,10,302
1769,1,3,100,96,100,6,302
785,1,1,91,100,100,10,301
1167,1,1,100,94,100,7,301
813,1,3,97,96,99,9,301
866,1,3,97,100,95,9,301
885,1,3,100,96,97,8,301
1147,1,3,100,95,97,9,301
459,1,4,96,99,98,8,301
531,1,4,95,96,100,10,301
593,1,4,100,91,100,10,301
622,1,4,95,96,100,10,301
527,1,1,90,100,100,10,300
185,1,4,98,98,96,8,300
630,1,4,94,100,96,10,300
819,1,4,96,98,100,6,300
1257,1,4,99,93,98,10,300
1720,1,4,96,100,94,10,300
241,1,1,100,100,89,10,299
394,1,1,92,100,99,8,299
484,1,1,95,100,95,9,299
1608,1,1,95,94,100,10,299
1652,1,1,97,100,95,7,299
1150,1,2,99,97,96,7,299
551,1,4,94,98,97,10,299
947,1,4,95,100,98,6,299
