id,consent,priority,physics_ict,russian,math,individual,total
229,0,2,100,100,100,10,310
390,0,4,100,100,100,10,310
470,0,4,100,100,100,10,310
729,0,4,100,100,100,10,310
822,0,4,100,100,100,10,310
836,0,4,100,100,100,10,310
907,0,4,100,100,100,10,310
1403,0,4,100,100,100,10,310
1504,0,4,100,100,100,10,310
1683,0,4,100,100,100,10,310
1706,0,4,100,100,100,10,310
1716,0,4,100,100,100,10,310
1814,0,4,100,100,100,10,310
1837,0,4,100,100,100,10,310
443,0,1,100,100,100,9,309
1077,0,3,100,99,100,10,309
675,0,4,100,100,100,9,309
771,0,4,99,100,100,10,309
1194,0,4,100,100,99,10,309
1041,0,1,100,100,98,10,308
709,0,2,98,100,100,10,308
732,0,3,100,100,100,8,308
207,0,4,100,100,98,10,308
255,0,4,100,100,98,10,308
781,0,4,100,100,100,8,308
847,0,4,100,100,100,8,308
1092,0,4,100,100,98,10,308
1482,0,4,99,100,100,9,308
1461,0,2,97,100,100,10,307
520,0,4,100,100,100,7,307
584,0,4,98,100,100,9,307
796,0,4,100,100,99,8,307
1027,0,4,100,100,97,10,307
1229,0,4,98,100,100,9,307
797,0,3,99,98,100,9,306
222,0,4,100,100,96,10,306
539,0,4,100,97,100,9,306
705,0,4,96,100,100,10,306
20,0,1,100,95,100,10,305
457,0,4,99,96,100,10,305
842,0,4,99,100,100,6,305
865,0,4,97,99,99,10,305
1042,0,4,100,97,100,8,305
1362,0,4,96,100,99,10,305
1410,0,4,99,97,99,10,305
787,0,1,100,97,100,7,304
473,0,4,100,96,100,8,304
1124,0,4,97,100,99,8,304
1171,0,4,100,100,97,7,304
1708,0,4,100,100,94,10,304
1768,0,4,100,94,100,10,304
985,0,1,100,98,98,7,303
1692,0,2,95,98,100,10,303
340,0,4,100,93,100,10,303
652,0,4,96,100,100,7,303
670,0,4,98,100,97,8,303
708,0,4,100,93,100,10,303
1267,0,4,98,97,100,8,303
1741,0,4,94,99,100,10,303
1750,0,4,100,100,93,10,303
1756,0,4,100,95,100,8,303
1679,0,1,100,96,96,10,302
1221,0,2,98,97,100,7,302
769,0,3,99,98,96,9,302
137,0,4,100,94,98,10,302
495,0,4,92,100,100,10,302
1035,0,4,94,100,98,10,302
1769,0,4,100,96,100,6,302
459,0,1,96,99,98,8,301
531,0,1,95,96,100,10,301
593,0,1,100,91,100,10,301
622,0,1,95,96,100,10,301
1049,0,2,97,95,100,9,301
813,0,4,97,96,99,9,301
866,0,4,97,100,95,9,301
885,0,4,100,96,97,8,301
1147,0,4,100,95,97,9,301
185,0,1,98,98,96,8,300
630,0,1,94,100,96,10,300
819,0,1,96,98,100,6,300
1257,0,1,99,93,98,10,300
1479,0,1,95,100,100,5,300
1720,0,1,96,100,94,10,300
285,0,2,100,96,99,5,300
551,0,1,94,98,97,10,299
947,0,1,95,100,98,6,299
1253,0,1,100,100,91,8,299
1338,0,1,100,100,90,9,299
1367,0,1,99,92,98,10,299
1778,0,1,100,94,98,7,299
241,0,4,100,100,89,10,299
484,0,4,95,100,95,9,299
29,0,4,98,93,98,9,298
69,0,4,95,98,96,9,298
247,0,4,93,99,98,8,298
370,0,4,91,100,98,9,298
444,0,4,96,92,100,10,298
719,0,4,94,95,99,10,298
1622,0,4,100,89,99,10,298
1785,0,4,98,93,98,9,298
333,0,2,100,88,100,9,297
110,0,4,93,94,100,10,297
269,0,4,97,98,94,8,297
690,0,4,96,96,98,7,297
1123,0,4,93,100,94,10,297
1129,0,4,97,96,95,9,297
1287,0,4,98,100,89,10,297
1678,0,4,91,97,100,9,297
354,0,1,94,94,100,8,296
1294,0,4,99,94,98,5,296
1625,0,4,99,90,97,10,296
111,0,4,100,88,97,10,295
258,0,4,94,91,100,10,295
933,0,4,99,94,92,10,295
1190,0,4,90,95,100,10,295
1626,0,4,94,100,93,8,295
512,0,3,100,96,88,10,294
180,0,4,94,100,93,7,294
848,0,4,90,100,95,9,294
1043,0,4,96,97,91,10,294
1156,0,4,99,88,98,9,294
1337,0,4,86,100,99,9,294
1481,0,4,100,96,90,8,294
1605,0,4,96,92,100,6,294
1668,0,4,100,96,89,9,294
1823,0,4,91,96,100,7,294
1080,0,1,100,90,93,10,293
1435,0,1,91,92,100,10,293
1,0,4,89,100,98,6,293
286,0,4,93,90,100,10,293
351,0,4,98,95,95,5,293
1433,0,4,100,90,94,9,293
1462,0,4,94,91,98,10,293
1623,0,4,95,94,98,6,293
1822,0,4,96,96,95,6,293
440,0,4,97,90,95,10,292
1155,0,4,92,99,95,6,292
1200,0,4,93,90,100,9,292
1258,0,4,95,93,98,6,292
1382,0,4,100,95,89,8,292
1561,0,4,91,100,95,6,292
1699,0,4,92,100,92,8,292
1735,0,4,98,96,88,10,292
1784,0,4,91,94,100,7,292
1225,0,2,87,95,100,9,291
1478,0,3,94,91,98,8,291
1138,0,4,100,100,81,10,291
1680,0,4,96,93,95,7,291
124,0,4,85,96,100,9,290
304,0,4,98,92,90,10,290
472,0,4,97,95,89,9,290
583,0,4,92,92,98,8,290
646,0,4,100,91,90,9,290
714,0,4,86,94,100,10,290
718,0,4,95,89,97,9,290
850,0,4,87,100,94,9,290
905,0,4,94,93,95,8,290
1387,0,4,90,100,93,7,290
