id;consent;priority;physics_ict;russian;math;individual;total
3871;1;1;100;100;100;10;310
3872;1;1;100;100;100;10;310
3873;1;1;100;98;100;0;298
3874;1;1;100;100;100;10;310
3875;1;1;99;100;97;6;302
3876;1;1;100;100;100;10;310
3877;1;1;100;100;100;10;310
3878;1;1;99;100;99;8;306
3879;1;1;100;100;100;10;310
3880;1;1;99;100;100;10;309
3881;1;1;100;100;99;5;304
3882;1;1;100;100;100;10;310
3883;1;1;100;100;100;10;310
3884;1;1;100;96;100;0;296
3885;1;1;99;100;100;10;309
3886;1;1;100;100;100;10;310
3887;1;1;100;100;100;5;305
3888;1;1;98;100;97;0;295
3889;1;1;96;99;100;0;295
3890;1;1;97;97;100;0;294
3891;0;2;100;85;100;1;286
3892;1;2;93;91;80;9;273
3893;1;2;74;89;78;10;251
3894;0;1;93;100;100;7;300
3895;0;1;94;98;84;10;286
3896;1;1;74;82;82;10;248
3897;0;1;54;61;78;8;201
3898;1;4;89;92;88;8;277
3899;0;1;97;82;87;4;270
3900;0;1;92;88;80;6;266
3901;0;4;90;100;88;0;278
3902;0;4;97;100;100;5;302
3903;1;1;82;85;84;6;257
3904;0;3;100;90;100;3;293
3905;0;2;62;60;72;10;204
3906;0;2;94;100;100;5;299
3907;0;4;93;87;95;10;285
3908;0;2;92;97;98;9;296
3909;0;2;78;65;78;6;227
3910;0;3;100;97;88;4;289
3911;0;1;83;84;97;5;269
3912;0;3;95;77;85;8;265
3913;0;3;89;90;100;0;279
3914;0;3;72;86;86;3;247
3915;1;1;86;84;100;3;273
3916;0;1;88;86;67;8;249
3917;0;1;79;78;92;10;259
3918;0;2;91;100;100;0;291
3919;1;3;88;76;95;10;269
3920;1;1;73;78;86;8;245
3921;0;1;91;97;84;1;273
3922;0;2;64;59;78;10;211
3923;1;4;79;76;92;4;251
3924;1;2;93;82;97;0;272
3925;1;2;97;82;91;5;275
3926;0;1;69;81;86;0;236
3927;1;4;93;95;93;0;281
3928;0;3;74;67;73;1;215
3929;0;1;100;100;98;6;304
3930;1;4;76;89;81;1;247
3931;1;1;96;85;87;7;275
3932;0;3;68;68;82;9;227
3933;0;2;82;93;97;5;277
3934;1;4;78;86;90;7;261
3935;0;1;100;82;94;9;285
3936;0;3;61;65;76;10;212
3937;0;3;77;70;83;2;232
3938;0;3;83;68;79;7;237
3939;0;2;100;93;96;0;289
3940;1;2;86;100;80;5;271
3941;0;3;86;77;69;8;240
3942;1;1;88;89;84;10;271
3943;0;2;68;71;83;3;225
3944;0;1;95;100;96;8;299
3945;0;1;63;61;73;6;203
3946;0;1;84;78;77;1;240
3947;1;2;91;83;96;4;274
3948;0;4;96;97;92;2;287
3949;1;1;90;87;99;0;276
3950;0;3;60;66;75;10;211
3951;1;4;90;100;96;1;287
3952;1;2;98;91;86;0;275
3953;1;4;89;87;100;1;277
3954;1;2;74;95;80;10;259
3955;1;2;86;95;94;6;281
3956;0;1;98;98;100;3;299
3957;1;1;94;76;87;4;261
3958;0;1;94;100;91;7;292
3959;0;2;94;99;82;6;281
3960;1;3;76;94;78;9;257
3961;1;3;85;100;84;0;269
3962;1;3;92;87;100;3;282
3963;0;3;68;84;72;4;228
3964;0;4;92;96;78;6;272
3965;0;1;99;90;88;3;280
