id;consent;priority;physics_ict;russian;math;individual;total
1;1;4;76;84;81;3;244
2;1;1;80;80;68;0;228
3;1;1;60;83;69;0;212
4;1;2;87;88;94;5;274
5;1;1;77;84;90;6;257
6;1;4;63;81;66;3;213
7;1;1;76;64;79;6;225
8;1;3;65;76;76;6;223
9;1;2;69;85;71;8;233
10;1;1;91;94;100;3;288
11;1;1;74;64;69;4;211
12;1;2;79;88;89;5;261
13;1;2;71;73;54;3;201
14;1;4;79;73;75;9;236
15;1;4;91;85;76;4;256
16;1;1;100;100;86;6;292
17;0;1;82;62;74;9;227
18;0;2;100;82;99;1;282
19;0;1;82;75;64;3;224
20;0;4;81;78;71;2;232
21;0;4;79;83;75;1;238
22;0;1;99;86;99;4;288
23;0;3;100;98;99;5;302
24;0;3;72;67;67;6;212
25;0;2;98;100;100;9;307
26;0;3;84;76;83;4;247
27;0;3;76;85;96;10;267
28;0;2;97;100;100;10;307
29;0;2;78;73;61;10;222
30;0;2;77;80;69;7;233
31;0;2;83;75;73;1;232
32;0;3;68;75;64;6;213
33;0;4;78;72;60;2;212
34;0;4;74;67;59;6;206
35;0;1;95;94;75;7;271
36;0;1;68;66;57;10;201
37;0;1;74;84;77;1;236
38;0;4;99;92;86;10;287
39;0;1;73;61;82;2;218
40;0;3;67;72;89;5;233
41;0;2;84;70;69;0;223
42;0;1;83;82;75;1;241
43;0;1;55;65;71;10;201
44;0;2;100;100;100;10;310
45;0;1;57;64;78;6;205
46;0;2;71;92;75;0;238
47;0;2;78;84;67;4;233
48;0;4;100;99;100;2;301
49;0;4;100;100;93;9;302
50;0;2;97;92;90;5;284
51;0;1;93;83;74;6;256
52;0;2;92;77;95;2;266
53;0;1;91;100;100;7;298
54;0;3;79;79;100;1;259
55;0;4;98;96;84;10;288
56;0;3;64;76;82;7;229
57;0;2;83;73;89;1;246
58;0;1;73;52;68;8;201
59;0;2;92;98;100;10;300
60;0;4;87;100;97;10;294
