id;consent;priority;physics_ict;russian;math;individual;total
61;1;3;88;100;100;10;298
62;1;1;84;86;73;4;247
63;1;1;75;99;81;1;256
64;1;3;72;65;70;0;207
65;1;3;99;90;100;10;299
66;1;4;75;82;96;4;257
67;1;3;78;70;86;4;238
68;1;4;74;57;71;3;205
69;1;3;87;79;71;5;242
70;1;2;100;100;100;10;310
71;1;4;100;100;100;10;310
72;1;3;83;97;79;2;261
73;1;1;85;73;68;7;233
74;1;4;77;72;86;5;240
75;1;4;100;92;96;8;296
76;1;1;88;92;100;10;290
77;1;3;68;75;74;4;221
78;1;4;79;72;60;8;219
79;1;3;100;95;100;10;305
80;1;3;98;100;100;10;308
81;0;2;66;89;74;9;238
82;0;4;61;64;78;4;207
83;0;2;94;92;100;9;295
84;0;3;56;66;71;10;203
85;0;1;75;75;63;9;222
86;0;3;97;100;100;10;307
87;0;3;80;96;84;9;269
88;0;4;99;100;96;1;296
89;0;1;85;100;96;5;286
90;0;4;92;95;100;9;296
91;0;1;84;80;85;4;253
92;0;3;92;82;74;2;250
93;0;2;67;76;88;9;240
94;0;1;100;100;100;10;310
95;0;1;98;100;86;8;292
96;0;2;80;87;76;5;248
97;0;4;78;81;68;3;230
98;0;2;99;100;100;10;309
99;0;3;84;68;85;3;240
100;0;1;84;77;78;1;240
101;0;3;72;87;89;0;248
102;0;1;64;81;78;4;227
103;0;1;95;86;100;10;291
104;0;2;77;85;92;6;260
105;0;1;69;65;64;9;207
106;0;1;81;89;94;3;267
107;0;4;82;87;87;1;257
108;0;3;98;97;78;6;279
109;0;3;85;100;94;5;284
110;0;4;84;73;68;5;230
111;0;1;100;94;77;1;272
112;0;2;77;73;75;1;226
113;0;1;77;94;77;7;255
114;0;4;98;95;100;10;303
115;0;3;63;85;72;10;230
116;0;4;77;89;80;5;251
117;0;1;78;59;78;7;222
118;0;1;73;90;85;10;258
119;0;4;100;100;100;10;310
120;0;3;77;74;81;2;234
121;0;3;100;100;100;10;310
122;0;1;100;94;90;8;292
123;0;2;80;89;70;4;243
124;0;1;83;82;74;8;247
125;0;4;80;100;90;2;272
126;0;1;74;62;64;0;200
127;0;4;100;83;100;4;287
128;0;2;100;100;100;10;310
129;0;2;74;74;62;9;219
130;0;3;66;78;65;2;211
131;0;3;65;71;74;1;211
132;0;1;91;99;88;7;285
133;0;1;75;90;88;5;258
134;0;1;91;100;100;10;301
135;0;1;90;92;97;9;288
136;0;1;96;88;96;4;284
137;0;4;70;80;62;3;215
138;0;1;70;73;74;8;225
139;0;2;83;65;86;1;235
140;0;3;100;95;100;8;303
141;0;1;90;80;74;6;250
142;0;4;100;100;100;10;310
143;0;1;77;57;71;10;215
144;0;2;84;80;89;6;259
145;0;2;74;93;78;6;251
146;0;3;100;100;85;10;295
147;0;2;77;74;95;3;249
148;0;1;71;59;78;1;209
149;0;3;78;84;91;5;258
150;0;3;60;65;84;6;215
151;0;2;78;92;73;5;248
152;0;4;100;85;91;4;280
153;0;1;66;74;65;0;205
154;0;2;61;75;60;5;201
155;0;2;100;100;100;9;309
156;0;1;94;84;86;0;264
157;0;1;91;83;85;6;265
158;0;3;98;100;100;10;308
159;0;1;82;71;86;7;246
160;0;4;85;94;100;10;289
