id;consent;priority;physics_ict;russian;math;individual;total
1101;1;1;91;93;91;0;275
1102;1;1;100;100;100;10;310
1103;1;1;100;97;100;3;300
1104;1;1;92;90;95;0;277
1105;1;1;95;99;98;0;292
1106;1;1;100;97;99;6;302
1107;1;1;100;95;100;0;295
1108;1;1;100;97;98;2;297
1109;1;1;93;100;95;0;288
1110;1;1;99;100;96;0;295
1111;1;1;94;95;95;0;284
1112;1;1;95;94;96;0;285
1113;1;1;96;92;95;0;283
1114;1;1;91;95;91;0;277
1115;1;1;92;95;91;0;278
1116;1;1;92;95;95;0;282
1117;1;1;89;94;95;0;278
1118;1;1;89;89;92;0;270
1119;1;1;92;94;91;0;277
1120;1;1;92;89;87;0;268
1121;1;1;66;85;79;6;236
1122;0;2;83;89;70;8;250
1123;1;4;81;78;75;10;244
1124;1;1;74;84;77;9;244
1125;1;2;83;88;77;3;251
1126;0;2;99;89;91;3;282
1127;0;4;100;100;96;0;296
1128;0;4;74;60;69;1;204
1129;0;4;63;76;58;6;203
1130;0;2;80;82;93;2;257
1131;0;1;100;100;100;0;300
1132;1;4;73;78;72;0;223
1133;0;1;76;69;82;10;237
1134;0;2;88;93;91;5;277
1135;1;4;63;88;69;9;229
1136;0;1;88;100;100;6;294
1137;0;1;99;100;100;10;309
1138;0;3;99;100;100;3;302
1139;1;1;66;83;78;9;236
1140;1;1;71;69;75;7;222
1141;1;4;88;82;90;1;261
1142;0;4;88;100;100;3;291
1143;1;2;83;73;89;4;249
1144;0;2;100;100;99;5;304
1145;1;4;75;75;64;4;218
1146;0;3;60;75;69;8;212
1147;1;4;86;70;77;4;237
1148;1;2;70;76;68;7;221
1149;0;2;86;91;90;3;270
1150;0;3;84;100;96;3;283
1151;0;3;81;83;88;3;255
1152;0;3;69;67;84;5;225
1153;0;1;100;100;92;1;293
1154;1;4;75;66;74;4;219
1155;0;2;92;100;100;3;295
1156;0;2;100;100;100;2;302
1157;1;4;95;70;90;8;263
1158;0;2;100;100;100;7;307
1159;0;1;71;80;77;0;228
1160;1;3;87;67;87;1;242
1161;0;3;95;97;100;4;296
1162;0;4;100;100;100;6;306
1163;0;4;92;85;90;6;273
1164;0;3;100;100;87;10;297
1165;0;1;96;94;93;6;289
1166;0;3;76;65;71;6;218
1167;1;4;80;87;87;9;263
1168;1;3;78;85;66;0;229
1169;0;3;100;99;99;7;305
1170;0;3;78;67;59;5;209
1171;0;2;64;78;73;9;224
1172;0;1;88;97;88;6;279
1173;0;3;79;85;97;6;267
1174;0;2;82;88;73;7;250
1175;0;1;94;86;82;1;263
1176;0;4;87;98;78;6;269
1177;1;4;85;69;84;5;243
1178;0;1;81;82;92;9;264
1179;0;1;71;63;67;2;203
1180;0;4;89;77;95;8;269
1181;0;1;77;92;90;8;267
1182;1;4;82;83;93;5;263
1183;0;2;64;73;60;3;200
1184;0;2;73;79;86;9;247
1185;1;2;93;85;81;2;261
1186;0;2;95;86;97;4;282
1187;0;1;73;67;61;6;207
1188;0;4;90;84;69;2;245
1189;0;2;86;100;90;9;285
1190;0;1;100;100;100;6;306
1191;0;3;65;68;88;10;231
1192;1;3;68;87;72;7;234
1193;0;4;72;67;72;4;215
1194;0;1;64;80;71;7;222
1195;0;2;100;90;100;5;295
1196;0;2;61;76;65;3;205
1197;0;1;100;100;94;6;300
1198;0;3;67;74;60;3;204
1199;0;1;95;100;100;10;305
1200;0;2;65;76;81;9;231
1201;0;1;75;77;90;8;250
1202;0;1;97;82;100;6;285
1203;1;4;86;78;72;3;239
1204;0;1;97;99;100;3;299
1205;1;1;70;78;81;0;229
1206;0;3;79;77;79;5;240
1207;0;3;79;83;100;1;263
1208;1;1;70;74;70;10;224
1209;1;3;81;90;71;5;247
1210;0;2;66;79;79;0;224
1211;1;3;78;76;91;3;248
1212;1;3;80;70;79;2;231
1213;0;2;76;79;80;3;238
1214;0;2;78;63;71;3;215
1215;1;3;70;76;86;8;240
1216;1;1;84;81;92;0;257
1217;0;3;95;100;100;3;298
1218;1;1;90;81;71;6;248
1219;0;3;84;100;82;8;274
1220;1;3;80;75;63;4;222
1221;0;2;80;98;87;1;266
1222;1;2;73;82;67;10;232
1223;0;1;87;98;100;10;295
1224;0;1;93;91;78;10;272
1225;0;1;67;62;69;9;207
1226;1;3;75;82;99;6;262
1227;0;4;73;87;83;4;247
1228;0;1;92;89;91;7;279
1229;0;4;86;83;68;1;238
1230;0;1;84;78;85;7;254
1231;1;3;71;78;80;1;230
1232;1;1;70;84;76;7;237
1233;1;2;67;78;86;2;233
1234;0;3;72;95;75;7;249
1235;0;2;81;68;72;8;229
1236;0;3;89;81;69;2;241
1237;0;4;90;95;81;2;268
1238;0;4;99;95;77;9;280
1239;0;3;93;78;80;10;261
1240;1;2;86;73;88;1;248
1241;0;2;95;100;100;2;297
1242;0;2;99;91;92;1;283
1243;0;2;100;94;92;3;289
1244;1;2;71;74;65;9;219
1245;0;2;77;67;67;9;220
1246;0;1;100;100;100;0;300
1247;0;4;88;96;89;6;279
1248;0;2;79;87;79;9;254
1249;1;3;75;91;86;1;253
1250;1;3;83;65;74;2;224
1251;1;4;70;82;67;6;225
1252;1;2;78;76;81;9;244
1253;0;1;89;87;71;8;255
1254;0;3;98;81;92;10;281
1255;0;2;76;78;62;4;220
1256;0;3;100;100;90;7;297
1257;0;1;63;83;73;3;222
1258;0;3;84;94;74;10;262
1259;1;4;75;70;74;7;226
1260;0;3;100;100;93;2;295
1261;0;4;77;82;93;0;252
1262;0;1;72;62;68;4;206
1263;0;4;100;87;88;6;281
1264;1;4;73;94;77;1;245
1265;0;1;93;71;91;0;255
1266;0;2;69;71;60;4;204
1267;0;1;84;86;84;10;264
1268;0;2;89;75;77;2;243
