id;consent;priority;physics_ict;russian;math;individual;total
751;1;1;100;99;100;10;309
752;1;1;90;98;93;0;281
753;1;1;100;100;100;10;310
754;1;1;99;96;100;6;301
755;1;1;100;99;100;2;301
756;1;1;97;94;98;0;289
757;1;1;88;90;93;0;271
758;1;1;96;92;96;0;284
759;1;1;100;97;100;10;307
760;1;1;100;96;100;3;299
761;1;1;89;89;92;0;270
762;1;1;95;100;100;3;298
763;1;1;95;95;93;0;283
764;1;1;98;94;94;0;286
765;1;1;94;92;87;0;273
766;1;1;95;92;98;0;285
767;1;1;92;92;93;0;277
768;1;1;98;94;95;0;287
769;1;1;97;96;92;0;285
770;1;1;92;92;99;0;283
771;1;1;94;90;96;0;280
772;1;1;92;94;99;0;285
773;1;1;87;89;96;0;272
774;1;1;92;91;88;0;271
775;1;1;90;93;96;0;279
776;1;1;88;92;94;0;274
777;1;1;90;96;92;0;278
778;1;1;87;90;93;0;270
779;1;1;88;91;92;0;271
780;1;1;89;88;92;0;269
781;0;2;81;69;74;7;231
782;0;3;100;100;100;7;307
783;0;3;100;100;88;8;296
784;0;2;100;79;98;9;286
785;0;1;82;94;85;6;267
786;0;2;84;74;89;5;252
787;0;4;82;82;71;4;239
788;0;1;93;86;96;9;284
789;0;2;78;80;77;0;235
790;0;3;66;72;88;9;235
791;1;3;86;62;82;0;230
792;1;3;69;75;91;3;238
793;0;4;84;92;93;4;273
794;0;2;95;82;98;4;279
795;1;2;65;78;78;3;224
796;0;2;74;85;81;5;245
797;0;2;76;74;58;1;209
798;0;3;81;94;82;10;267
799;1;4;73;70;85;5;233
800;1;1;72;89;82;5;248
801;1;3;78;84;85;7;254
802;0;3;100;100;100;0;300
803;0;3;62;79;66;0;207
804;0;2;73;57;75;0;205
805;1;1;80;59;80;5;224
806;0;2;100;100;100;1;301
807;1;3;73;76;72;8;229
808;0;3;100;100;100;7;307
809;1;1;95;80;82;1;258
810;0;4;73;64;63;6;206
811;0;4;80;73;77;0;230
812;0;2;91;79;95;3;268
813;0;2;74;95;77;3;249
814;1;1;89;77;78;7;251
815;1;2;77;82;77;4;240
816;1;2;77;88;73;8;246
817;0;3;99;96;91;2;288
818;0;2;90;81;78;1;250
819;0;2;79;80;72;5;236
820;0;4;76;90;80;6;252
821;1;4;69;78;86;0;233
822;0;1;100;100;100;5;305
823;0;2;100;100;100;0;300
824;0;4;80;58;77;4;219
825;1;3;83;64;75;10;232
826;0;4;81;82;76;3;242
827;0;3;78;61;75;4;218
828;0;4;92;90;71;0;253
829;0;1;88;83;100;9;280
830;1;2;72;75;78;6;231
831;1;3;77;79;83;0;239
832;0;2;100;91;100;8;299
833;0;1;80;83;100;1;264
834;1;4;64;80;73;2;219
835;0;1;60;69;70;3;202
836;0;4;79;92;82;10;263
837;0;2;62;70;77;5;214
838;0;2;74;85;74;5;238
839;1;1;82;82;67;9;240
840;0;1;66;67;77;3;213
841;1;4;75;88;75;10;248
842;0;1;79;84;98;7;268
843;1;3;92;85;81;3;261
844;1;3;82;83;64;4;233
845;0;1;91;88;99;4;282
846;1;1;76;62;77;10;225
847;0;3;83;83;96;4;266
848;1;2;74;79;89;7;249
849;0;4;100;100;99;9;308
850;1;2;84;77;91;2;254
851;0;1;92;77;90;0;259
852;1;3;79;69;67;5;220
853;1;4;77;69;83;5;234
854;0;2;87;83;80;8;258
855;1;1;89;71;86;10;256
856;0;2;82;62;72;3;219
857;1;4;76;62;76;7;221
858;1;3;77;88;93;3;261
859;1;4;87;72;84;0;243
860;1;1;81;69;85;2;237
861;0;1;67;69;69;5;210
862;0;1;94;100;100;8;302
863;1;1;80;80;93;7;260
864;1;4;71;80;71;6;228
865;0;1;85;98;83;6;272
866;1;1;80;59;79;2;220
867;1;4;83;91;73;2;249
868;1;2;77;78;90;0;245
869;0;4;93;97;98;6;294
870;0;3;82;89;82;0;253
871;0;2;68;88;71;4;231
872;0;2;93;92;99;3;287
873;0;3;73;63;63;7;206
874;0;1;78;73;67;5;223
875;0;3;66;83;77;6;232
876;0;2;96;100;100;9;305
877;1;4;83;75;67;7;232
878;1;4;70;85;83;0;238
879;0;4;91;100;100;0;291
880;0;1;100;100;100;5;305
881;0;4;91;100;100;2;293
882;0;3;100;93;100;1;294
883;0;4;100;99;100;0;299
884;0;3;96;83;96;6;281
885;0;3;82;96;87;8;273
886;0;2;95;82;89;3;269
887;0;1;75;75;82;2;234
888;0;3;98;90;100;4;292
889;1;1;72;94;79;8;253
890;1;4;74;68;84;1;227
891;0;4;97;92;73;5;267
892;1;1;77;86;75;2;240
893;0;1;84;68;73;7;232
894;0;2;71;62;68;9;210
895;1;1;70;69;88;10;237
896;1;1;81;84;93;6;264
897;1;1;79;83;100;0;262
898;1;4;87;79;87;2;255
899;0;3;100;89;91;10;290
900;1;2;88;87;71;3;249
901;1;3;76;86;79;4;245
902;0;3;86;76;97;6;265
903;1;1;81;93;81;3;258
904;1;3;64;72;84;7;227
905;0;3;71;71;66;2;210
906;0;4;70;80;89;1;240
907;0;2;63;68;83;9;223
908;0;1;94;79;93;10;276
909;0;4;80;85;88;7;260
910;0;4;83;81;98;2;264
911;1;3;84;75;90;9;258
912;0;1;100;99;100;1;300
913;0;1;93;93;88;2;276
914;0;3;97;100;100;9;306
915;0;1;59;67;77;3;206
916;1;1;67;85;67;4;223
917;0;2;97;89;97;2;285
918;0;3;77;88;72;3;240
919;1;1;90;78;92;4;264
920;0;3;71;67;70;2;210
921;0;1;93;100;82;5;280
922;0;4;78;78;65;4;225
923;0;3;85;98;99;2;284
924;1;1;87;74;94;3;258
925;0;1;95;81;95;6;277
926;0;2;96;83;100;6;285
927;0;2;77;81;94;4;256
928;0;1;93;82;86;6;267
929;0;3;92;87;100;2;281
930;0;1;82;83;76;7;248
931;0;2;93;100;90;9;292
932;0;1;96;82;100;1;279
933;1;4;87;65;84;8;244
934;0;2;99;94;100;0;293
935;0;3;94;93;89;6;282
936;0;4;85;95;100;1;281
937;0;2;100;100;100;4;304
938;1;3;87;76;69;9;241
939;0;3;78;88;89;6;261
940;0;1;78;64;76;10;228
941;1;3;83;79;94;0;256
942;0;4;66;76;56;10;208
943;0;4;94;93;92;10;289
944;1;2;84;79;67;2;232
945;1;4;93;78;78;0;249
946;0;4;90;68;88;3;249
947;1;2;88;88;72;5;253
948;1;1;77;88;90;1;256
949;1;3;92;81;84;3;260
950;0;1;89;72;91;6;258
951;0;4;80;73;72;5;230
952;0;3;94;100;100;6;300
953;0;3;55;68;74;4;201
954;1;1;76;99;80;5;260
955;0;2;68;73;55;6;202
956;0;2;86;70;75;3;234
957;1;2;85;76;65;6;232
958;1;1;75;81;92;6;254
959;1;4;89;86;68;1;244
960;1;2;88;83;65;7;243
961;1;1;86;70;83;6;245
962;0;3;100;90;100;3;293
963;0;2;79;77;94;7;257
964;1;3;72;58;79;10;219
965;1;3;83;73;63;2;221
966;0;4;100;100;100;10;310
967;0;4;90;95;81;9;275
968;1;4;82;79;95;0;256
969;1;3;92;77;83;8;260
970;0;1;77;55;73;2;207
971;0;3;77;98;81;9;265
972;0;1;94;99;84;0;277
973;0;3;77;64;79;6;226
974;1;2;75;87;84;0;246
975;0;4;77;68;74;4;223
976;0;2;74;59;65;10;208
977;1;4;87;86;77;9;259
978;0;3;70;84;87;3;244
979;1;4;88;89;77;9;263
980;0;1;95;100;100;6;301
981;0;2;65;80;63;3;211
982;0;2;59;79;70;6;214
983;1;2;80;67;88;2;237
984;0;1;83;88;90;1;262
985;1;3;81;71;85;0;237
986;1;1;85;93;73;8;259
987;0;2;85;81;74;10;250
988;0;1;58;65;79;9;211
989;0;3;100;100;100;3;303
990;0;4;56;76;63;7;202
991;0;2;96;91;94;8;289
992;0;1;87;95;98;6;286
993;0;2;62;82;70;10;224
994;0;3;96;88;100;10;294
995;0;3;90;88;100;7;285
996;0;4;65;83;63;5;216
997;0;1;65;80;77;0;222
998;0;1;72;79;71;10;232
999;0;1;100;91;89;2;282
1000;0;2;57;60;73;10;200
1001;0;3;100;100;100;2;302
1002;0;3;88;84;79;10;261
1003;0;4;99;94;100;4;297
1004;0;2;91;75;88;4;258
1005;0;3;88;93;95;6;282
1006;0;3;76;98;80;2;256
1007;0;1;79;89;70;7;245
1008;1;1;88;80;91;1;260
1009;0;3;80;84;71;2;237
1010;0;4;84;96;94;9;283
1011;1;1;79;91;82;9;261
1012;1;1;85;76;88;3;252
1013;1;4;71;69;88;9;237
1014;0;4;100;89;100;7;296
1015;1;4;75;99;81;9;264
1016;0;1;89;98;92;3;282
1017;0;2;97;91;100;9;297
1018;0;4;84;77;85;9;255
1019;0;1;90;96;82;6;274
1020;0;1;85;95;75;10;265
1021;0;2;98;95;100;10;303
1022;1;3;83;74;86;1;244
1023;0;1;81;79;74;4;238
1024;1;4;67;64;81;9;221
1025;1;4;84;75;78;0;237
1026;0;4;97;96;100;2;295
1027;0;4;67;72;93;2;234
1028;0;3;97;80;91;2;270
1029;0;1;100;100;100;1;301
1030;0;4;68;57;76;6;207
1031;0;2;92;91;79;2;264
1032;1;2;91;77;93;2;263
1033;0;3;78;81;91;6;256
1034;0;2;100;100;94;4;298
1035;0;3;87;85;95;0;267
1036;0;3;92;82;81;1;256
1037;0;3;86;78;74;2;240
1038;0;3;77;83;81;4;245
1039;0;1;72;91;83;8;254
1040;0;2;74;72;89;2;237
1041;1;3;69;83;66;4;222
1042;1;1;75;71;74;8;228
1043;1;4;71;84;83;9;247
1044;0;4;85;81;93;10;269
1045;0;3;100;89;100;3;292
1046;1;4;80;71;77;8;236
1047;0;2;88;98;79;0;265
1048;1;2;69;68;88;8;233
1049;0;1;61;82;65;7;215
1050;0;3;87;100;88;0;275
1051;0;2;93;100;95;8;296
1052;0;2;76;72;76;10;234
1053;0;4;95;87;78;6;266
1054;1;2;74;65;80;9;228
1055;0;3;94;97;93;0;284
1056;1;2;78;76;62;10;226
1057;0;4;92;91;81;7;271
1058;0;1;100;94;100;8;302
1059;0;3;84;79;73;8;244
1060;0;3;89;76;97;6;268
1061;0;2;77;78;88;8;251
1062;1;4;88;78;77;4;247
1063;0;1;80;80;91;2;253
1064;0;1;79;73;55;9;216
1065;0;4;66;74;88;4;232
1066;0;4;84;100;98;6;288
1067;0;3;86;69;89;6;250
1068;0;2;79;89;74;9;251
1069;0;3;99;100;100;4;303
1070;1;3;85;70;81;5;241
1071;1;4;87;80;69;9;245
1072;1;4;82;76;64;1;223
1073;0;1;98;100;100;4;302
1074;1;4;63;85;68;10;226
1075;1;1;89;67;88;5;249
1076;0;4;89;91;100;0;280
1077;1;4;64;81;70;7;222
1078;0;4;100;98;80;0;278
1079;0;3;100;100;100;4;304
1080;0;2;69;71;88;2;230
1081;0;4;92;71;89;8;260
1082;1;2;89;86;76;8;259
1083;0;2;88;100;100;10;298
1084;0;4;100;100;100;7;307
1085;0;3;83;70;89;5;247
1086;0;2;85;84;80;5;254
1087;0;1;73;64;66;8;211
1088;1;4;65;87;72;3;227
1089;1;4;79;82;62;4;227
1090;0;4;86;93;80;7;266
1091;0;1;87;91;87;10;275
1092;0;3;75;61;82;0;218
1093;1;3;92;93;73;3;261
1094;0;4;78;81;65;5;229
1095;1;2;83;70;84;0;237
1096;1;2;78;78;84;6;246
1097;0;2;70;73;57;7;207
1098;0;3;69;69;82;4;224
1099;0;3;72;74;65;10;221
1100;0;3;64;67;78;8;217
