id,consent,priority,physics_ict,russian,math,individual,total
443,1,1,100,100,100,10,310
211,0,4,100,100,99,10,309
207,0,2,100,100,100,6,306
260,0,2,95,100,100,10,305
495,0,2,96,100,100,8,304
370,0,2,99,96,100,8,303
459,0,4,98,94,100,10,302
249,0,2,100,96,96,9,301
470,0,2,100,94,100,7,301
263,0,2,100,100,90,8,298
241,0,2,97,95,98,7,297
144,0,3,100,95,91,10,296
103,0,2,99,89,99,8,295
473,0,4,100,95,90,10,295
584,0,4,90,100,97,6,293
255,0,2,97,100,85,10,292
427,0,3,100,90,93,9,292
128,0,2,95,86,100,10,291
252,0,2,100,83,98,10,291
512,0,2,98,87,98,8,291
336,0,2,95,93,94,8,290
516,0,2,91,91,99,9,290
110,0,2,96,85,100,8,289
622,0,2,88,98,95,8,289
531,0,2,90,89,100,9,288
168,0,2,98,89,93,6,286
185,0,2,100,88,90,8,286
415,0,2,85,92,100,9,286
304,0,2,93,90,93,9,285
333,0,2,100,92,87,6,285
526,0,2,97,93,86,8,284
464,0,3,94,88,95,7,284
229,0,2,90,96,90,7,283
611,0,2,90,94,91,8,283
390,0,2,96,83,93,10,282
355,0,3,90,95,88,9,282
22,0,4,91,100,81,10,282
520,1,1,88,83,100,10,281
528,1,1,97,89,90,5,281
201,0,2,93,88,91,9,281
547,0,2,94,99,79,9,281
517,0,3,92,95,87,7,281
246,1,1,83,87,100,10,280
539,0,2,96,89,86,9,280
548,0,2,98,84,90,8,280
72,0,2,91,94,90,4,279
219,0,2,88,93,90,8,279
264,0,2,81,96,92,10,279
564,0,2,95,88,95,1,279
350,1,1,87,93,89,8,277
145,1,1,95,80,93,7,275
99,0,3,89,96,85,5,275
138,1,1,89,87,88,10,274
269,1,1,88,87,89,10,274
367,1,1,93,82,92,7,274
170,1,1,90,86,88,9,273
494,1,1,96,83,85,9,273
583,1,1,93,90,82,8,273
137,0,2,90,75,100,8,273
146,0,2,99,88,78,8,273
567,0,2,85,91,88,8,272
13,1,1,86,88,90,7,271
126,1,1,80,87,97,7,271
421,1,1,87,86,89,9,271
440,1,1,86,87,92,6,271
448,1,1,87,83,92,9,271
568,1,1,85,88,90,8,271
77,1,1,74,93,93,9,269
80,0,2,89,89,85,6,269
311,0,2,86,88,86,9,269
349,0,2,89,81,90,9,269
372,0,2,90,84,85,10,269
525,0,2,89,82,89,9,269
267,0,3,83,89,87,10,269
617,1,1,89,88,84,7,268
16,1,1,86,86,89,6,267
614,1,1,89,89,82,7,267
416,0,3,90,84,85,8,267
120,0,2,86,85,88,7,266
61,1,1,76,89,90,10,265
399,1,1,87,81,93,4,265
541,1,1,89,83,87,6,265
551,1,1,83,91,86,5,265
598,0,2,88,87,86,4,265
42,0,4,91,87,78,9,265
10,1,1,87,89,78,9,263
243,1,1,87,86,82,7,262
312,1,1,85,87,85,5,262
210,0,4,90,97,68,7,262
429,0,2,76,90,85,10,261
432,0,2,88,87,79,7,261
552,0,2,89,85,81,6,261
277,0,4,83,97,71,10,261
40,1,1,92,71,90,7,260
317,1,1,91,84,77,8,260
527,1,1,80,88,84,8,260
196,0,2,85,78,87,10,260
70,0,4,89,85,79,7,260
602,1,1,76,88,87,8,259
342,0,2,97,78,75,9,259
484,0,4,75,83,94,7,259
84,0,2,86,77,87,8,258
561,0,2,82,82,86,8,258
329,0,2,82,83,84,8,257
205,1,1,81,82,83,10,256
456,0,2,85,85,77,7,254
562,0,2,97,65,84,8,254
594,0,2,75,78,92,9,254
409,0,2,79,79,89,5,252
507,0,2,76,87,82,7,252
104,1,1,79,83,81,8,251
50,1,1,71,96,74,9,250
319,0,2,84,87,74,5,250
259,0,3,82,81,79,8,250
15,0,2,80,74,88,7,249
107,0,2,89,88,70,2,249
114,0,2,81,71,92,5,249
174,0,2,75,86,87,1,249
389,0,3,80,85,77,7,249
129,0,2,80,73,88,7,248
156,0,2,87,85,72,4,248
247,0,2,73,84,84,7,248
374,0,2,75,80,87,6,248
379,0,4,80,83,82,3,248
532,0,2,68,92,82,5,247
572,0,2,78,84,81,4,247
305,0,3,84,79,78,6,247
