id,consent,priority,physics_ict,russian,math,individual,total
110,1,1,100,100,100,10,310
1493,1,1,100,100,100,10,310
1042,1,1,98,100,100,10,308
1410,1,1,100,100,100,8,308
495,1,1,100,97,100,9,306
842,1,1,97,100,99,10,306
933,1,1,100,96,100,10,306
1683,1,1,99,100,97,10,306
850,1,1,100,95,100,10,305
1194,1,1,100,100,96,9,305
1229,1,1,100,100,97,8,305
705,1,1,95,99,100,10,304
1147,1,1,99,100,100,5,304
1221,1,1,98,96,100,10,304
255,1,1,94,100,100,9,303
336,1,1,95,100,98,10,303
443,1,1,97,100,99,7,303
630,1,1,100,100,94,9,303
822,1,1,99,96,100,8,303
1035,1,1,100,97,98,8,303
1225,1,1,98,100,95,10,303
103,1,1,94,100,100,8,302
473,1,1,96,99,100,7,302
670,1,1,100,100,92,10,302
888,1,1,96,100,98,8,302
1391,1,1,99,96,98,9,302
390,1,1,95,97,100,9,301
1041,1,1,100,99,94,8,301
264,1,1,96,95,100,9,300
1029,1,1,96,100,94,10,300
370,1,1,90,100,100,9,299
1181,1,1,100,98,91,10,299
1294,1,1,100,91,100,8,299
1679,1,1,96,93,100,10,299
472,1,1,100,100,90,8,298
797,1,1,94,98,96,10,298
1445,1,1,98,94,98,8,298
241,1,1,93,95,100,9,297
1504,1,1,98,93,96,10,297
260,1,1,94,92,100,10,296
708,1,1,98,88,100,10,296
709,1,1,89,97,100,10,296
593,1,1,100,100,88,7,295
137,1,1,98,96,94,6,294
230,1,1,85,100,100,9,294
787,1,1,99,95,90,10,294
1370,1,1,91,100,93,10,294
1630,1,1,99,93,92,10,294
249,1,1,100,100,84,9,293
258,1,1,100,97,89,7,293
781,1,1,95,100,90,8,293
1217,1,1,94,89,100,10,293
367,1,1,95,88,99,10,292
520,1,1,99,100,85,8,292
541,1,1,91,99,92,10,292
1162,1,1,89,98,95,10,292
1337,1,1,94,100,90,8,292
1414,1,1,93,97,97,5,292
1523,1,1,98,90,98,6,292
539,1,1,91,92,100,8,291
809,1,1,100,90,93,8,291
1577,1,1,92,94,95,10,291
444,1,1,92,96,94,8,290
771,1,1,93,95,92,10,290
914,1,1,91,99,91,9,290
1036,1,1,86,100,96,8,290
1150,1,1,95,98,87,10,290
1253,1,1,93,87,100,10,290
1626,1,1,88,92,100,10,290
1481,1,1,91,94,94,10,289
955,1,1,92,90,96,10,288
975,1,1,95,96,89,8,288
1044,1,1,95,100,84,9,288
1060,1,1,100,96,87,5,288
1138,1,1,90,91,98,9,288
1191,1,1,91,100,91,6,288
1247,1,1,92,89,97,10,288
1622,1,1,100,90,90,8,288
1653,1,1,89,90,99,10,288
277,1,1,86,98,96,7,287
416,1,1,100,87,90,10,287
714,1,1,97,91,92,7,287
796,1,1,87,91,99,10,287
1608,1,1,100,88,90,9,287
77,1,1,93,96,91,6,286
371,1,1,97,95,85,9,286
580,1,1,85,98,97,6,286
598,1,1,93,94,97,2,286
638,1,1,95,94,87,10,286
1450,1,1,97,94,85,10,286
1561,1,1,92,86,98,10,286
1650,1,1,93,89,95,9,286
1651,1,1,90,88,100,8,286
72,1,1,92,100,88,5,285
333,1,1,100,89,87,9,285
459,1,1,95,91,92,7,285
507,1,1,99,87,93,6,285
552,1,1,100,91,86,8,285
772,1,1,95,89,93,8,285
952,1,1,89,96,94,6,285
1031,1,1,89,92,97,7,285
20,1,1,96,91,88,9,284
69,1,1,89,89,98,8,284
470,1,1,94,92,90,8,284
675,1,1,93,93,91,7,284
732,1,1,91,89,95,9,284
894,1,1,91,95,88,10,284
1619,1,1,90,86,98,10,284
1652,1,1,100,91,83,10,284
819,1,1,92,87,100,4,283
835,1,1,91,95,88,9,283
926,0,1,92,92,93,6,283
1171,0,1,93,90,90,10,283
1316,0,1,84,100,94,5,283
1346,0,1,93,93,89,8,283
1355,0,1,98,95,81,9,283
1680,0,1,85,93,100,5,283
477,0,1,92,89,93,8,282
535,0,1,91,84,100,7,282
827,0,1,98,89,90,5,282
1081,0,1,90,86,98,8,282
22,0,1,87,94,90,10,281
624,0,1,97,97,77,10,281
832,0,1,85,90,96,10,281
1628,0,1,92,88,92,9,281
201,0,1,89,90,91,10,280
219,0,1,94,86,92,8,280
222,0,1,83,90,100,7,280
304,0,1,85,87,98,10,280
395,0,1,100,87,88,5,280
813,0,1,93,85,93,9,280
1027,0,1,93,96,81,10,280
1242,0,1,90,92,91,7,280
1387,0,1,95,88,92,5,280
1457,0,1,81,96,94,9,280
152,0,1,94,87,88,10,279
509,0,1,93,97,79,10,279
594,0,1,94,90,85,10,279
1255,0,1,86,97,88,8,279
1433,0,1,87,92,93,7,279
769,0,1,84,96,91,7,278
1267,0,1,89,83,99,7,278
1268,0,1,88,91,93,6,278
1389,0,1,81,96,91,10,278
1013,0,1,96,85,89,7,277
1310,0,1,90,91,88,8,277
1524,0,1,87,97,87,6,277
448,0,1,90,87,90,9,276
777,0,1,83,96,88,9,276
953,0,1,90,88,91,7,276
1200,0,1,90,87,94,5,276
1462,0,1,90,86,97,3,276
1479,0,1,86,96,86,8,276
341,0,1,95,84,89,7,275
943,0,1,92,85,90,8,275
1151,0,1,88,94,87,6,275
128,0,1,81,87,97,9,274
617,0,1,93,79,94,8,274
719,0,1,84,96,88,6,274
1258,0,1,90,89,87,8,274
1601,0,1,93,93,83,5,274
349,0,1,93,86,87,7,273
351,0,1,90,88,89,6,273
394,0,1,100,88,77,8,273
757,0,1,99,80,85,9,273
1237,0,1,90,91,83,9,273
1366,0,1,89,94,81,9,273
1602,0,1,88,88,90,7,273
399,0,1,90,85,90,7,272
527,0,1,91,83,91,7,272
985,0,1,89,84,89,10,272
1043,0,1,86,89,90,7,272
1176,0,1,89,91,86,6,272
1452,0,1,87,87,89,9,272
1557,0,1,88,83,91,10,272
421,0,1,92,94,78,7,271
464,0,1,93,87,82,9,271
571,0,1,86,90,85,10,271
1306,0,1,81,87,95,8,271
1511,0,1,92,83,86,10,271
216,0,1,88,83,89,10,270
592,0,1,90,83,94,3,270
944,0,1,81,88,93,8,270
996,0,1,83,88,90,9,270
1293,0,1,93,83,87,7,270
680,0,1,90,88,85,6,269
694,0,1,94,81,86,8,269
823,0,1,88,86,86,9,269
880,0,1,87,86,91,5,269
1012,0,1,93,76,92,8,269
1139,0,1,84,87,93,5,269
1270,0,1,84,83,93,9,269
1333,0,1,92,88,79,10,269
317,0,1,82,91,85,10,268
759,0,1,81,94,84,9,268
773,0,1,91,86,83,8,268
917,0,1,82,90,88,8,268
1005,0,1,85,94,82,7,268
1154,0,1,95,82,84,7,268
1338,0,1,90,90,80,8,268
1487,0,1,85,85,92,6,268
1655,0,1,92,86,82,7,267
563,0,1,87,89,81,9,266
776,0,1,92,91,76,7,266
897,0,1,87,93,79,7,266
381,0,1,88,81,86,10,265
512,0,1,89,87,79,10,265
517,0,1,85,89,83,8,265
531,0,1,80,90,86,9,265
931,0,1,90,88,79,8,265
1304,0,1,87,84,88,6,265
1550,0,1,88,87,81,9,265
263,0,1,79,88,87,10,264
313,0,1,81,89,88,6,264
354,0,1,85,90,81,8,264
707,0,1,91,85,80,8,264
1406,0,1,87,90,82,5,264
1435,0,1,82,89,86,7,264
1558,0,1,78,87,92,7,264
1584,0,1,85,86,87,6,264
1635,0,1,87,88,81,8,264
