id;consent;priority;physics_ict;russian;math;individual;total
2151;1;1;100;100;100;0;300
2152;1;1;100;97;97;0;294
2153;1;1;92;99;95;0;286
2154;1;1;94;90;92;0;276
2155;1;1;88;91;85;0;264
2156;1;1;95;97;94;0;286
2157;1;1;92;97;93;0;282
2158;1;1;95;97;94;0;286
2159;1;1;93;91;89;0;273
2160;1;1;96;96;93;0;285
2161;1;1;90;97;92;0;279
2162;1;1;88;83;89;0;260
2163;1;1;94;94;94;0;282
2164;1;1;94;95;96;0;285
2165;1;1;85;84;87;0;256
2166;1;1;83;85;91;0;259
2167;1;1;87;93;89;0;269
2168;1;1;93;90;94;0;277
2169;1;1;87;94;90;0;271
2170;1;1;92;90;92;0;274
2171;1;1;86;87;84;0;257
2172;1;1;86;81;88;0;255
2173;1;1;91;89;90;0;270
2174;1;1;91;87;90;0;268
2175;1;1;87;82;88;0;257
2176;1;1;88;82;89;0;259
2177;1;1;88;90;85;0;263
2178;1;1;91;89;84;0;264
2179;1;1;82;90;84;0;256
2180;1;1;83;86;85;0;254
2181;0;4;95;100;100;3;298
2182;1;2;67;76;90;8;241
2183;1;1;85;79;64;9;237
2184;1;1;85;80;60;10;235
2185;1;1;81;70;65;5;221
2186;0;3;83;80;67;8;238
2187;0;3;90;92;78;5;265
2188;1;2;73;75;87;3;238
2189;0;2;83;83;72;3;241
2190;0;4;84;80;65;3;232
2191;0;4;70;57;69;9;205
2192;0;2;85;63;82;6;236
2193;0;3;86;68;77;7;238
2194;0;2;87;100;100;9;296
2195;0;4;81;82;97;4;264
2196;1;1;79;72;85;3;239
2197;0;4;65;90;72;3;230
2198;0;2;98;95;98;3;294
2199;0;4;86;75;82;7;250
2200;0;1;58;74;62;10;204
2201;1;2;73;80;66;9;228
2202;0;1;77;58;68;10;213
2203;0;2;75;78;71;9;233
2204;1;4;78;82;82;1;243
2205;1;1;68;67;77;4;216
2206;1;1;70;90;70;10;240
2207;0;3;81;76;56;5;218
2208;0;2;93;100;100;3;296
2209;0;1;100;100;100;6;306
2210;0;4;100;100;100;2;302
2211;0;2;92;88;97;4;281
2212;1;4;81;72;78;10;241
2213;0;4;85;96;89;1;271
2214;0;1;89;84;91;7;271
2215;0;4;100;92;100;9;301
2216;0;2;83;77;59;10;229
2217;0;1;83;92;100;9;284
2218;1;4;69;68;69;6;212
2219;0;4;62;72;69;10;213
2220;1;4;77;71;87;0;235
2221;1;4;69;67;72;9;217
2222;0;4;76;81;83;8;248
2223;0;4;94;100;100;8;302
2224;0;2;75;64;76;6;221
2225;0;1;97;74;90;10;271
2226;0;1;59;79;61;6;205
2227;0;4;84;77;89;1;251
2228;0;1;100;96;84;2;282
2229;0;4;100;89;100;5;294
2230;0;3;73;90;79;2;244
2231;0;3;85;61;80;3;229
2232;0;1;75;85;75;1;236
2233;0;3;73;81;96;6;256
2234;0;4;98;96;88;10;292
2235;0;4;74;68;58;1;201
2236;0;4;99;100;100;2;301
2237;0;1;78;66;63;4;211
2238;1;3;79;76;80;5;240
2239;0;1;98;98;100;1;297
2240;0;3;100;87;100;6;293
2241;1;1;78;74;70;8;230
2242;0;1;68;67;71;7;213
2243;0;4;91;95;92;3;281
2244;0;2;99;99;88;8;294
2245;0;3;76;86;94;4;260
2246;1;2;68;72;63;8;211
2247;1;2;70;84;79;0;233
2248;0;1;94;71;90;6;261
2249;1;3;60;72;66;8;206
