id,consent,priority,physics_ict,russian,math,individual,total
1493,1,2,100,100,100,10,310
652,1,1,100,100,100,9,309
1077,1,1,100,99,100,10,309
1645,1,1,100,100,100,8,308
1042,1,2,98,100,100,10,308
495,1,2,100,97,100,9,306
842,1,2,97,100,99,10,306
933,1,2,100,96,100,10,306
850,1,2,100,95,100,10,305
1194,1,2,100,100,96,9,305
1229,1,2,100,100,97,8,305
211,1,1,100,98,100,6,304
705,1,2,95,99,100,10,304
1147,1,2,99,100,100,5,304
1221,1,2,98,96,100,10,304
336,1,2,95,100,98,10,303
443,1,2,97,100,99,7,303
822,1,2,99,96,100,8,303
1035,1,2,100,97,98,8,303
1225,1,2,98,100,95,10,303
1461,1,1,98,99,95,10,302
103,1,2,94,100,100,8,302
473,1,2,96,99,100,7,302
670,1,2,100,100,92,10,302
888,1,2,96,100,98,8,302
1391,1,2,99,96,98,9,302
1041,1,2,100,99,94,8,301
836,1,1,99,98,97,6,300
1049,1,1,95,95,100,10,300
264,1,2,96,95,100,9,300
1029,1,2,96,100,94,10,300
785,1,1,99,97,93,10,299
370,1,2,90,100,100,9,299
1181,1,2,100,98,91,10,299
1294,1,2,100,91,100,8,299
180,1,1,94,100,96,8,298
866,1,1,98,98,92,10,298
472,1,2,100,100,90,8,298
1445,1,2,98,94,98,8,298
729,1,1,90,97,100,10,297
241,1,2,93,95,100,9,297
146,1,1,98,95,93,10,296
160,1,1,100,90,98,8,296
622,1,1,92,98,99,7,296
1123,1,1,97,97,92,10,296
709,1,2,89,97,100,10,296
847,1,1,99,99,89,8,295
457,1,1,89,100,96,9,294
230,1,2,85,100,100,9,294
1370,1,2,91,100,93,10,294
1630,1,2,99,93,92,10,294
237,1,1,86,100,97,10,293
249,1,2,100,100,84,9,293
258,1,2,100,97,89,7,293
781,1,2,95,100,90,8,293
35,1,1,100,91,91,10,292
1508,1,1,89,93,100,10,292
367,1,2,95,88,99,10,292
520,1,2,99,100,85,8,292
541,1,2,91,99,92,10,292
1162,1,2,89,98,95,10,292
1337,1,2,94,100,90,8,292
126,1,1,97,89,95,10,291
947,1,1,92,92,98,9,291
539,1,2,91,92,100,8,291
1577,1,2,92,94,95,10,291
1509,1,1,89,100,91,10,290
444,1,2,92,96,94,8,290
771,1,2,93,95,92,10,290
914,1,2,91,99,91,9,290
1150,1,2,95,98,87,10,290
1253,1,2,93,87,100,10,290
1626,1,2,88,92,100,10,290
1037,1,1,85,94,100,10,289
1481,1,2,91,94,94,10,289
287,1,1,96,89,97,6,288
440,1,1,84,96,99,9,288
484,1,1,91,94,97,6,288
528,1,1,100,89,93,6,288
742,1,1,88,91,100,9,288
975,1,2,95,96,89,8,288
1044,1,2,95,100,84,9,288
1138,1,2,90,91,98,9,288
1191,1,2,91,100,91,6,288
1247,1,2,92,89,97,10,288
1622,1,2,100,90,90,8,288
1653,1,2,89,90,99,10,288
937,1,1,91,97,94,5,287
277,1,2,86,98,96,7,287
416,1,2,100,87,90,10,287
796,1,2,87,91,99,10,287
1608,1,2,100,88,90,9,287
144,0,1,87,95,99,5,286
224,0,1,85,100,94,7,286
340,0,1,85,95,96,10,286
932,0,1,85,92,99,10,286
1167,0,1,88,88,100,10,286
371,0,2,97,95,85,9,286
598,0,2,93,94,97,2,286
638,0,2,95,94,87,10,286
1561,0,2,92,86,98,10,286
1650,0,2,93,89,95,9,286
72,0,2,92,100,88,5,285
333,0,2,100,89,87,9,285
459,0,2,95,91,92,7,285
552,0,2,100,91,86,8,285
772,0,2,95,89,93,8,285
952,0,2,89,96,94,6,285
1031,0,2,89,92,97,7,285
1284,0,1,95,91,88,10,284
20,0,2,96,91,88,9,284
69,0,2,89,89,98,8,284
470,0,2,94,92,90,8,284
675,0,2,93,93,91,7,284
732,0,2,91,89,95,9,284
894,0,2,91,95,88,10,284
1652,0,2,100,91,83,10,284
1443,0,1,91,93,91,8,283
1482,0,1,85,100,92,6,283
819,0,2,92,87,100,4,283
835,0,2,91,95,88,9,283
926,0,2,92,92,93,6,283
1316,0,2,84,100,94,5,283
1346,0,2,93,93,89,8,283
1355,0,2,98,95,81,9,283
1680,0,2,85,93,100,5,283
1156,0,1,96,88,91,7,282
1081,0,2,90,86,98,8,282
832,0,2,85,90,96,10,281
1628,0,2,92,88,92,9,281
168,0,1,95,86,90,9,280
1296,0,1,88,87,99,6,280
1362,0,1,86,89,96,9,280
1644,0,1,91,87,94,8,280
201,0,2,89,90,91,10,280
219,0,2,94,86,92,8,280
222,0,2,83,90,100,7,280
304,0,2,85,87,98,10,280
395,0,2,100,87,88,5,280
813,0,2,93,85,93,9,280
1027,0,2,93,96,81,10,280
1242,0,2,90,92,91,7,280
1387,0,2,95,88,92,5,280
1457,0,2,81,96,94,9,280
152,0,2,94,87,88,10,279
509,0,2,93,97,79,10,279
594,0,2,94,90,85,10,279
1255,0,2,86,97,88,8,279
1433,0,2,87,92,93,7,279
516,0,1,90,86,92,10,278
525,0,1,93,87,89,9,278
1367,0,1,83,87,100,8,278
769,0,2,84,96,91,7,278
1268,0,2,88,91,93,6,278
1389,0,2,81,96,91,10,278
634,0,1,89,81,100,7,277
844,0,1,83,93,92,9,277
29,0,1,88,91,90,7,276
50,0,1,87,93,89,7,276
138,0,1,92,86,91,7,276
272,0,1,100,84,85,7,276
427,0,1,91,86,90,9,276
611,0,1,81,98,89,8,276
1308,0,1,90,91,85,10,276
448,0,2,90,87,90,9,276
1200,0,2,90,87,94,5,276
1462,0,2,90,86,97,3,276
1479,0,2,86,96,86,8,276
341,0,2,95,84,89,7,275
943,0,2,92,85,90,8,275
1151,0,2,88,94,87,6,275
547,0,1,92,89,85,8,274
619,0,1,91,84,94,5,274
128,0,2,81,87,97,9,274
719,0,2,84,96,88,6,274
1258,0,2,90,89,87,8,274
1601,0,2,93,93,83,5,274
602,0,1,83,88,95,7,273
727,0,1,83,95,89,6,273
1287,0,1,85,87,94,7,273
349,0,2,93,86,87,7,273
351,0,2,90,88,89,6,273
394,0,2,100,88,77,8,273
757,0,2,99,80,85,9,273
1366,0,2,89,94,81,9,273
553,0,1,97,87,83,5,272
938,0,1,94,80,91,7,272
1099,0,1,90,90,87,5,272
399,0,2,90,85,90,7,272
527,0,2,91,83,91,7,272
985,0,2,89,84,89,10,272
1452,0,2,87,87,89,9,272
1557,0,2,88,83,91,10,272
246,0,1,95,77,90,9,271
281,0,1,94,89,79,9,271
291,0,1,88,87,88,8,271
383,0,1,87,89,87,8,271
1408,0,1,88,90,84,9,271
464,0,2,93,87,82,9,271
1306,0,2,81,87,95,8,271
1511,0,2,92,83,86,10,271
817,0,1,94,83,87,6,270
1614,0,1,82,84,96,8,270
216,0,2,88,83,89,10,270
592,0,2,90,83,94,3,270
944,0,2,81,88,93,8,270
996,0,2,83,88,90,9,270
1293,0,2,93,83,87,7,270
41,0,1,87,90,82,10,269
942,0,1,88,85,89,7,269
1358,0,1,91,84,88,6,269
1625,0,1,82,94,83,10,269
680,0,2,90,88,85,6,269
880,0,2,87,86,91,5,269
1012,0,2,93,76,92,8,269
1139,0,2,84,87,93,5,269
1270,0,2,84,83,93,9,269
1333,0,2,92,88,79,10,269
583,0,1,80,85,93,10,268
740,0,1,81,92,90,5,268
1605,0,1,84,86,93,5,268
