id,consent,priority,physics_ict,russian,math,individual,total
110,0,2,100,100,100,10,310
1493,0,3,100,100,100,10,310
652,0,2,100,100,100,9,309
1410,0,2,100,100,100,8,308
1042,0,3,98,100,100,10,308
1535,0,1,100,98,100,9,307
1124,0,1,96,100,100,10,306
1683,0,2,99,100,97,10,306
933,0,3,100,96,100,10,306
850,0,3,100,95,100,10,305
1092,0,1,100,97,100,7,304
211,0,2,100,98,100,6,304
1147,0,3,99,100,100,5,304
1221,0,3,98,96,100,10,304
720,0,1,96,97,100,10,303
336,0,3,95,100,98,10,303
822,0,3,99,96,100,8,303
1035,0,3,100,97,98,8,303
1225,0,3,98,100,95,10,303
851,0,1,100,93,100,9,302
907,0,1,100,100,92,10,302
1461,0,2,98,99,95,10,302
473,0,3,96,99,100,7,302
670,0,3,100,100,92,10,302
1391,0,3,99,96,98,9,302
207,0,1,100,91,100,10,301
584,0,1,98,94,100,9,301
639,0,1,94,100,96,10,300
1049,0,2,95,95,100,10,300
264,0,3,96,95,100,9,300
1029,0,3,96,100,94,10,300
170,0,1,92,98,99,10,299
785,0,2,99,97,93,10,299
1181,0,3,100,98,91,10,299
1294,0,3,100,91,100,8,299
1527,0,1,98,91,99,10,298
1678,0,1,100,91,100,7,298
472,0,3,100,100,90,8,298
1445,0,3,98,94,98,8,298
729,0,2,90,97,100,10,297
241,0,3,93,95,100,9,297
1080,0,1,100,93,93,10,296
146,0,2,98,95,93,10,296
160,0,2,100,90,98,8,296
622,0,2,92,98,99,7,296
1123,0,2,97,97,92,10,296
690,0,1,100,92,93,10,295
593,0,2,100,100,88,7,295
847,0,2,99,99,89,8,295
1141,0,1,93,93,99,9,294
1630,0,3,99,93,92,10,294
237,0,2,86,100,97,10,293
258,0,3,100,97,89,7,293
781,0,3,95,100,90,8,293
252,0,1,94,93,97,8,292
1107,0,1,93,90,100,9,292
35,0,2,100,91,91,10,292
1414,0,2,93,97,97,5,292
1508,0,2,89,93,100,10,292
520,0,3,99,100,85,8,292
541,0,3,91,99,92,10,292
1162,0,3,89,98,95,10,292
126,0,2,97,89,95,10,291
947,0,2,92,92,98,9,291
539,0,3,91,92,100,8,291
1577,0,3,92,94,95,10,291
1509,0,2,89,100,91,10,290
444,0,3,92,96,94,8,290
914,0,3,91,99,91,9,290
1253,0,3,93,87,100,10,290
1626,0,3,88,92,100,10,290
1037,0,2,85,94,100,10,289
1481,0,3,91,94,94,10,289
440,0,2,84,96,99,9,288
484,0,2,91,94,97,6,288
528,0,2,100,89,93,6,288
975,0,3,95,96,89,8,288
1138,0,3,90,91,98,9,288
1247,0,3,92,89,97,10,288
714,0,2,97,91,92,7,287
937,0,2,91,97,94,5,287
416,0,3,100,87,90,10,287
796,0,3,87,91,99,10,287
551,0,1,97,90,90,9,286
885,0,1,95,84,100,7,286
77,0,2,93,96,91,6,286
144,0,2,87,95,99,5,286
340,0,2,85,95,96,10,286
932,0,2,85,92,99,10,286
1450,0,2,97,94,85,10,286
1651,0,2,90,88,100,8,286
371,0,3,97,95,85,9,286
598,0,3,93,94,97,2,286
1561,0,3,92,86,98,10,286
1650,0,3,93,89,95,9,286
72,0,3,92,100,88,5,285
333,0,3,100,89,87,9,285
459,0,3,95,91,92,7,285
952,0,3,89,96,94,6,285
1031,0,3,89,92,97,7,285
1284,0,2,95,91,88,10,284
1619,0,2,90,86,98,10,284
20,0,3,96,91,88,9,284
470,0,3,94,92,90,8,284
675,0,3,93,93,91,7,284
1652,0,3,100,91,83,10,284
1443,0,2,91,93,91,8,283
1482,0,2,85,100,92,6,283
819,0,3,92,87,100,4,283
1355,0,3,98,95,81,9,283
1680,0,3,85,93,100,5,283
1190,0,1,100,86,91,5,282
1402,0,1,93,82,98,9,282
477,0,2,92,89,93,8,282
827,0,2,98,89,90,5,282
1156,0,2,96,88,91,7,282
1081,0,3,90,86,98,8,282
111,0,1,94,88,96,3,281
1257,0,1,92,83,99,7,281
22,0,2,87,94,90,10,281
185,0,1,90,82,99,9,280
751,0,1,92,88,91,9,280
1520,0,1,95,88,89,8,280
1362,0,2,86,89,96,9,280
201,0,3,89,90,91,10,280
219,0,3,94,86,92,8,280
222,0,3,83,90,100,7,280
395,0,3,100,87,88,5,280
1027,0,3,93,96,81,10,280
1457,0,3,81,96,94,9,280
152,0,3,94,87,88,10,279
594,0,3,94,90,85,10,279
1433,0,3,87,92,93,7,279
803,0,1,87,88,94,9,278
516,0,2,90,86,92,10,278
1367,0,2,83,87,100,8,278
769,0,3,84,96,91,7,278
718,0,1,98,84,85,10,277
844,0,2,83,93,92,9,277
1013,0,2,96,85,89,7,277
1524,0,2,87,97,87,6,277
1170,0,1,86,97,84,9,276
1401,0,1,81,94,93,8,276
138,0,2,92,86,91,7,276
272,0,2,100,84,85,7,276
427,0,2,91,86,90,9,276
611,0,2,81,98,89,8,276
777,0,2,83,96,88,9,276
953,0,2,90,88,91,7,276
1308,0,2,90,91,85,10,276
448,0,3,90,87,90,9,276
1200,0,3,90,87,94,5,276
208,0,1,91,89,87,8,275
1314,0,1,90,95,84,6,275
341,0,3,95,84,89,7,275
943,0,3,92,85,90,8,275
646,0,1,87,94,85,8,274
547,0,2,92,89,85,8,274
617,0,2,93,79,94,8,274
128,0,3,81,87,97,9,274
368,0,1,86,95,86,6,273
602,0,2,83,88,95,7,273
727,0,2,83,95,89,6,273
1237,0,2,90,91,83,9,273
1287,0,2,85,87,94,7,273
1602,0,2,88,88,90,7,273
351,0,3,90,88,89,6,273
394,0,3,100,88,77,8,273
312,0,1,91,85,88,8,272
568,0,1,85,88,94,5,272
553,0,2,97,87,83,5,272
938,0,2,94,80,91,7,272
1043,0,2,86,89,90,7,272
1099,0,2,90,90,87,5,272
1176,0,2,89,91,86,6,272
399,0,3,90,85,90,7,272
527,0,3,91,83,91,7,272
985,0,3,89,84,89,10,272
